Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31,145.89999389648438,148.82000732421875,144.5,148.30999755859375,147.98390197753906,467400
2021-01-04,149.02999877929688,151.0,145.5800018310547,146.52999877929688,146.20782470703125,766600
2021-01-05,146.52999877929688,148.02000427246094,145.60000610351562,147.57000732421875,147.24554443359375,663100
2021-01-06,156.0,163.27000427246094,155.10000610351562,160.75999450683594,160.40652465820312,2826100
2021-01-07,162.1999969482422,163.97000122070312,159.5500030517578,162.00999450683594,161.65377807617188,952300
2021-01-08,161.91000366210938,164.1199951171875,160.0,162.8300018310547,162.47198486328125,801800
2021-01-11,161.1999969482422,164.27000427246094,160.24000549316406,163.0,162.64161682128906,615600
2021-01-12,162.99000549316406,168.24000549316406,162.02000427246094,166.1999969482422,165.83457946777344,963000
2021-01-13,165.00999450683594,166.07000732421875,160.97000122070312,161.60000610351562,161.24468994140625,839000
2021-01-14,162.11000061035156,162.7100067138672,159.85000610351562,160.6199951171875,160.266845703125,694400
2021-01-15,158.82000732421875,161.30999755859375,157.1199951171875,160.9199981689453,160.56617736816406,717600
2021-01-19,161.2100067138672,161.5500030517578,158.2899932861328,158.86000061035156,158.51071166992188,639900
2021-01-20,159.47999572753906,161.00999450683594,159.1999969482422,160.6199951171875,160.266845703125,575600
2021-01-21,160.35000610351562,162.35000610351562,158.0399932861328,158.86000061035156,158.51071166992188,624000
2021-01-22,157.6300048828125,159.17999267578125,155.88999938964844,158.3699951171875,158.02178955078125,684300
2021-01-25,158.0,158.05999755859375,155.0800018310547,156.80999755859375,156.46522521972656,732800
2021-01-26,158.02999877929688,158.02999877929688,150.22000122070312,150.5,150.16909790039062,695500
2021-01-27,147.83999633789062,148.72999572753906,143.10000610351562,146.02999877929688,145.70892333984375,913200
2021-01-28,148.64999389648438,150.10000610351562,146.9600067138672,148.9600067138672,148.6324920654297,627700
2021-01-29,148.0399932861328,150.63999938964844,146.25999450683594,149.13999938964844,148.8120880126953,860900
